generated_packets,delivered_packets,pdr,alive_nodes,residual_energy_mean,residual_energy_std,control_packets,retransmissions,seed,method,round,selected_next_hop_risk,latency_sec,cluster_risk
100,46,0.46,100,1.9461383581807195,0.06841791839613724,10,6,0,DRL-Routing,50,0.16844141138525534,0.004200515999968957,0.034544782040752266
100,34,0.34,100,1.999368685425299,0.001154933183968701,8,6,0,T-GCN,1,0.15465686891826805,0.004607825999983106,0.0
100,32,0.32,100,1.9985791041320211,0.002747318353377018,8,13,0,T-GCN,2,0.15499103135863027,0.005100716000015382,0.0005776489305011445
100,47,0.47,100,1.997524860501594,0.00420807593886007,8,4,0,T-GCN,3,0.15523879626923723,0.00471026200000324,0.001374635782465514
100,39,0.39,100,1.9964307642279489,0.005612492157664352,8,15,0,T-GCN,4,0.1551900132149796,0.004398761000061313,0.0021066450875560565
100,41,0.41,100,1.995542844316927,0.007071547378900424,8,9,0,T-GCN,5,0.15770686423691394,0.004738699000085944,0.002811263106442995
100,36,0.36,100,1.9949151861341357,0.007978973311162294,8,7,0,T-GCN,6,0.15495383640432275,0.004964779000033559,0.0035436710326475942
100,33,0.33,100,1.9943447896358149,0.008432297494958711,8,8,0,T-GCN,7,0.15534183823170328,0.004730767999944874,0.0039996554032079475
100,46,0.46,100,1.993366841189426,0.009599654118470479,8,6,0,T-GCN,8,0.1553059620533223,0.005239125999992211,0.0042281041524631835
100,35,0.35,100,1.9928915982942916,0.010179232985455158,8,2,0,T-GCN,9,0.15549485771629268,0.0052468100000169215,0.004815799034316656
100,44,0.44,100,1.9919422320818354,0.011633242207572114,8,5,0,T-GCN,10,0.15673975880137891,0.004879941000012877,0.005107770529993696
100,35,0.35,100,1.9912389722414647,0.012673202603034004,8,8,0,T-GCN,11,0.15717252576495608,0.0045329189999847586,0.005840150386155317
100,56,0.56,100,1.9898937834157038,0.014401884999781038,8,6,0,T-GCN,12,0.15752401849161551,0.004808009999919705,0.0063644809924743905
100,42,0.42,100,1.9885834100468882,0.016374759726501837,8,16,0,T-GCN,13,0.15764679048802613,0.004644267999992735,0.007237514436868486
100,40,0.4,100,1.9877003744869568,0.017563408713615444,8,10,0,T-GCN,14,0.15792316297459877,0.003993539000020974,0.00823438414868752
100,58,0.58,100,1.9859170687064553,0.019535207458947327,8,11,0,T-GCN,15,0.15712820103165726,0.004091311000024689,0.008836044366332943
100,41,0.41,100,1.9849682694829875,0.02089638622295688,8,10,0,T-GCN,16,0.1590548990365483,0.004081290000044646,0.009836869699699
100,45,0.45,100,1.9837679437138867,0.0221186743511538,8,12,0,T-GCN,17,0.15885355084248856,0.004138868999916667,0.010527314981888856
100,37,0.37,100,1.98299173065427,0.02301407075364595,8,8,0,T-GCN,18,0.15839397055938445,0.004358820999982527,0.011149829494393854
100,46,0.46,100,1.9816972113118587,0.024864412062010666,8,10,0,T-GCN,19,0.1593161265367504,0.004224225999905684,0.011605732073749599
100,42,0.42,100,1.9805365025161727,0.026625009304905523,8,11,0,T-GCN,20,0.16017002156798213,0.003919336999956613,0.012547028827101533
100,35,0.35,100,1.979903560781172,0.027539939974470865,8,6,0,T-GCN,21,0.16034251128667584,0.0047747840000056385,0.01344333176601043
100,33,0.33,100,1.9795046774862473,0.028029990330891243,8,3,0,T-GCN,22,0.1605459498857838,0.006721392000031301,0.013909738076225033
100,29,0.29,100,1.9791203199377494,0.028523822035674787,8,5,0,T-GCN,23,0.15993247018367446,0.004015713999933723,0.014160103091125824
100,28,0.28,100,1.9787593754425645,0.02895839277013709,8,6,0,T-GCN,24,0.1597542191520381,0.0063014669999574835,0.014412373881213658
100,32,0.32,100,1.9783977428940667,0.02945228884210993,8,2,0,T-GCN,25,0.159104287372552,0.00444336399993972,0.014634620611407632
100,32,0.32,100,1.977664221512517,0.03041945903951004,8,12,0,T-GCN,26,0.1596185103337945,0.004833483999959753,0.014886940160603022
100,31,0.31,100,1.977150914050371,0.031058035578579595,8,9,0,T-GCN,27,0.16084000421861058,0.004530558000055862,0.0153815084875643
100,52,0.52,100,1.9757582417415365,0.032901639454608285,8,8,0,T-GCN,28,0.16168392040486654,0.004901031000031253,0.01570847997816083
100,33,0.33,100,1.9753061140163393,0.033576190190818984,8,4,0,T-GCN,29,0.16089469507867132,0.004567382000004727,0.01665266464600534
100,32,0.32,100,1.9748245299749874,0.03414690237270642,8,7,0,T-GCN,30,0.1626557175279756,0.004456617999949231,0.016997968020538063
100,40,0.4,100,1.973844956323572,0.03559652826942405,8,9,0,T-GCN,31,0.16085994399023565,0.004652349000025424,0.017291107042587073
100,36,0.36,100,1.973068585397222,0.03658132110535213,8,5,0,T-GCN,32,0.16206641801875718,0.0043584580000697315,0.01803410552552057
100,29,0.29,100,1.9725842516876906,0.03706133099904235,8,9,0,T-GCN,33,0.16161498788407458,0.0048142129999178,0.018540319043651932
100,30,0.3,100,1.9720839199463112,0.037713005258554186,8,8,0,T-GCN,34,0.16310106116965448,0.004561478000027819,0.018788211925425867
100,33,0.33,100,1.9716202483677026,0.0384132384962317,8,4,0,T-GCN,35,0.16071350500917225,0.004638980000095216,0.019123428186227514
100,35,0.35,100,1.9709921741854786,0.039311980415517936,8,7,0,T-GCN,36,0.1600319878761754,0.004747167000004993,0.019483081739025413
100,39,0.39,100,1.969983602953729,0.04076160358718257,8,11,0,T-GCN,37,0.1613934996974018,0.004880817999946885,0.01994527471519426
100,45,0.45,100,1.968954161095756,0.042084758685204254,8,8,0,T-GCN,38,0.16391592350421555,0.0051350969999930385,0.02069134153435758
100,31,0.31,100,1.9684078376039695,0.04289801875697834,8,8,0,T-GCN,39,0.1640990366738525,0.004799686999945152,0.0213741688222112
100,47,0.47,100,1.9673808294696302,0.04407731737747718,8,7,0,T-GCN,40,0.16450120347852806,0.0047160509999457645,0.021793257420479047
100,36,0.36,100,1.9667662058287403,0.04501538406823542,8,3,0,T-GCN,41,0.16274810745546964,0.005034509000097387,0.022404059586445955
100,28,0.28,100,1.9663464116759408,0.04559233930932626,8,7,0,T-GCN,42,0.16284954617546585,0.004976664999958302,0.022888019882104472
100,26,0.26,100,1.9659887668563687,0.04605704240572182,8,7,0,T-GCN,43,0.16170252619216816,0.004749412000023767,0.02318632108372742
100,35,0.35,100,1.9653775431713623,0.04658314238593327,8,6,0,T-GCN,44,0.16390724248198033,0.004816578999907506,0.023426910232306957
100,40,0.4,100,1.9645308875428722,0.04736521670505903,8,5,0,T-GCN,45,0.16296541817932744,0.005021302999921318,0.023701879824759912
100,28,0.28,100,1.9641603773023844,0.04784843326575414,8,6,0,T-GCN,46,0.164339981963338,0.005015366999941762,0.024110191882032696
100,34,0.34,100,1.9635217501151636,0.04871915644214526,8,7,0,T-GCN,47,0.16363602699870936,0.0048560209999095605,0.02436075677422461
